cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
942,996,34,2017-07-17,0.0208,27171.221183456168,39834.81,12663.588816543826,1825.150397432548,18,Baixa,Aprovada
1329,408,34,2012-12-24,0.0114,66375.2907040045,93476.75,27101.459295995508,1723.47206386988,51,Muito Baixa,Aprovada
1449,86,34,2010-11-19,0.0167,71251.06482621186,96174.12,24923.055173788136,1592.7402031797867,83,Média Alta,Aprovada
625,928,35,2010-06-07,0.0143,96230.69935024771,164544.85,68314.15064975228,16850.671177134656,6,Média,Aprovada
773,853,35,2015-10-30,0.0152,52439.145419536326,98620.47,46181.324580463675,964.7312366637218,116,Baixa,Aprovada
1150,448,35,2011-01-17,0.0239,177185.4466807761,228871.58,51686.133319223845,9496.318421681075,25,Muito Alta,Aprovada
220,348,36,2011-04-20,0.0167,140109.12196060517,206360.66,66251.53803939487,2914.9007460558573,98,Alta,Aprovada
531,350,36,2022-07-22,0.0219,30191.2069366187,41208.08,11016.873063381305,1294.5193463559528,33,Média,Aprovada
1228,178,36,2020-07-13,0.0175,121580.95305221972,150264.55,28683.59694778027,3423.470169846873,56,Extrema,Aprovada
1448,255,36,2016-07-28,0.0126,180840.88291968204,226713.08,45872.197080317936,4413.54822782098,58,Muito Baixa,Aprovada
1887,367,36,2022-08-29,0.0213,155841.276950648,207527.6,51686.32304935202,5492.06610998018,44,Muito Alta,Aprovada
169,992,37,2017-04-04,0.0248,143912.43165483227,179264.45,35352.01834516775,4011.386414176357,90,Média Alta,Aprovada
514,720,37,2022-07-08,0.0208,175097.39224345874,228404.09,53306.69775654126,4802.2401191339595,69,Extrema,Aprovada
688,446,37,2018-10-11,0.0115,160417.465307684,212662.97,52245.504692316,41263.95853638016,4,Muito Alta,Aprovada
995,691,37,2015-10-06,0.0171,38630.93420049339,75077.5,36446.56579950661,950.7225533465528,70,Muito Baixa,Aprovada
1093,53,37,2016-02-03,0.0144,22818.674194339535,33318.64,10499.965805660458,692.515295268262,45,Muito Alta,Aprovada
1316,691,37,2021-06-29,0.0159,32267.975349795583,44016.38,11748.404650204411,660.6831102012617,95,Alta,Aprovada
1440,22,37,2015-08-25,0.018,119168.43708579388,150234.62,31066.18291420612,8199.454520227617,17,Muito Alta,Aprovada
166,797,38,2018-03-09,0.0131,29005.84095591602,51685.61,22679.76904408398,2441.144504016278,13,Alta,Aprovada
264,883,38,2018-11-06,0.011,39658.66385333849,51024.31,11365.646146661506,1439.5940162682575,33,Muito Baixa,Aprovada
454,767,38,2021-03-22,0.0218,60002.524099328395,117827.92,57825.39590067161,2379.39946885618,37,Muito Alta,Aprovada
703,508,38,2014-01-20,0.0236,120208.5899454846,189100.49,68891.90005451538,4480.108168304236,43,Baixa,Aprovada
994,117,38,2019-03-21,0.0137,15485.55170730432,24251.63,8766.078292695682,735.7340193694781,25,Muito Alta,Aprovada
1199,454,38,2015-07-03,0.0234,153068.18405543102,186991.14,33922.955944569,156649.97956232753,1,Muito Alta,Aprovada
1426,226,38,2014-05-22,0.0157,203774.3122047008,243811.26,40036.9477952992,4675.6323504657275,74,Extrema,Aprovada
1752,455,38,2021-03-30,0.0139,109165.29686870376,204223.76,95058.46313129624,5578.007407882623,23,Muito Baixa,Aprovada
208,551,39,2018-01-02,0.0117,42886.29611329058,82355.14,39468.843886709416,768.3704315112194,91,Extrema,Aprovada
615,292,39,2016-01-13,0.0118,105203.19917211948,130136.29,24933.09082788051,2121.53212052066,75,Média Alta,Aprovada
1723,74,39,2019-10-05,0.0123,9475.489106573294,11149.75,1674.2608934267057,221.74000620692655,61,Muito Baixa,Aprovada
1746,599,39,2012-10-05,0.0211,10378.524603390311,13825.63,3447.1053966096865,364.3836155458922,44,Baixa,Aprovada
1834,268,39,2015-10-28,0.0113,108807.51459287628,130524.11,21716.59540712372,1821.7525359401675,100,Média Alta,Aprovada
159,873,40,2011-12-15,0.0245,61178.42603859188,74835.28,13656.853961408116,4443.3250873567085,17,Média,Aprovada
1894,850,40,2015-02-11,0.0184,15592.703816896148,19794.48,4201.776183103852,337.5905388560827,104,Extrema,Aprovada
429,204,41,2014-01-31,0.0098,6991.140283807556,9489.28,2498.139716192443,103.09843415860364,112,Muito Alta,Aprovada
786,957,41,2020-02-20,0.0211,94878.8460208992,163065.82,68186.97397910079,2362.748767982933,90,Baixa,Aprovada
826,760,41,2012-04-30,0.0149,162257.8760767463,226427.62,64169.7439232537,3054.56113557745,106,Muito Alta,Aprovada
1461,606,41,2015-10-07,0.0107,49796.93167104722,78784.47,28987.538328952785,25298.79507610025,2,Baixa,Aprovada
445,118,42,2020-05-18,0.0172,33240.82176122572,40267.83,7027.0082387742805,663.5149209600544,116,Média,Aprovada
1239,27,42,2022-05-06,0.0171,21903.29922810601,42712.26,20808.960771893988,453.6650836751149,103,Extrema,Aprovada
884,429,43,2016-07-01,0.0102,87781.93265008644,169487.11,81705.17734991353,1277.0984647160728,119,Média Alta,Aprovada
1174,389,43,2018-03-10,0.0096,45133.657261801134,53404.0,8270.342738198868,1140.824044264847,50,Extrema,Aprovada
1179,659,43,2013-07-24,0.0219,4654.679507887786,7574.38,2919.7004921122148,218.52816166470777,29,Muito Baixa,Aprovada
1255,636,43,2016-04-30,0.0219,118803.35963438528,202872.82,84069.46036561472,3354.1037848064734,69,Alta,Aprovada
1281,30,43,2014-07-12,0.0181,138998.5155309089,234244.23,95245.71446909111,8015.427662287515,21,Extrema,Aprovada
1843,877,43,2015-01-31,0.0095,14591.99392881308,22214.07,7622.07607118692,320.18391992022254,60,Extrema,Aprovada
77,627,44,2014-06-04,0.0118,141470.624243543,214578.34,73107.715756457,11802.31951886492,13,Extrema,Aprovada
96,220,44,2019-07-16,0.0188,159669.2458329248,188629.98,28960.73416707521,6537.485157037985,33,Baixa,Aprovada
119,822,44,2010-01-01,0.0181,76158.6800175062,120331.33,44172.64998249381,1830.1551528820623,78,Extrema,Aprovada
501,392,44,2016-01-06,0.0156,57012.829576142256,85488.95,28476.12042385773,1244.621682610208,81,Baixa,Aprovada
634,696,45,2010-10-18,0.018,57267.22425377251,94125.29,36858.06574622748,1248.056068245481,98,Muito Alta,Aprovada
1060,973,45,2013-03-03,0.0181,55162.32771454793,97950.92,42788.59228545207,1193.4011661520171,101,Baixa,Aprovada
1347,116,45,2017-12-22,0.0246,168528.9287129754,225773.97,57245.04128702461,5672.928771996828,54,Baixa,Aprovada
1427,483,45,2010-09-15,0.023,79583.05416572795,99754.25,20171.19583427204,2236.8135800240666,75,Média Alta,Aprovada
343,58,46,2011-09-27,0.0216,97817.89421559472,175932.38,78114.48578440526,3183.2732119336856,51,Média Alta,Aprovada
1054,844,46,2014-07-27,0.0096,12756.528057488931,24664.06,11907.531942511068,267.70894192119295,64,Média,Aprovada
1375,95,46,2022-07-22,0.0138,113466.122438858,158048.23,44582.107561142,3113.5324052372493,51,Média,Aprovada
1699,398,46,2016-08-20,0.0243,113319.56046787648,180095.69,66776.12953212351,3508.3462909938376,64,Muito Alta,Aprovada
250,794,47,2020-05-19,0.0155,148973.3956225428,178047.17,29073.774377457208,11207.231854173657,15,Muito Baixa,Aprovada
1010,430,47,2013-06-05,0.0124,14371.03142663228,26635.47,12264.43857336772,576.576476538555,30,Média Alta,Aprovada
1410,840,47,2014-06-04,0.0154,189484.98597691735,233508.24,44023.254023082634,4861.288077792025,60,Extrema,Aprovada
1549,658,47,2020-11-23,0.0247,58686.44714651098,110594.38,51907.932853489016,1631.0015431550803,90,Extrema,Aprovada
1989,914,47,2010-12-10,0.0196,99503.6687287475,198915.94,99412.2712712525,3003.1062791521854,54,Média,Aprovada
504,932,48,2013-11-03,0.0225,108235.58311096964,149449.25,41213.66688903036,19486.188706301145,6,Muito Baixa,Aprovada
590,443,48,2017-01-01,0.0142,77985.92138944397,147389.48,69403.55861055604,16267.869581667004,5,Alta,Aprovada
952,40,48,2015-05-28,0.0169,87516.60125991667,121981.1,34464.49874008333,2403.8164865582976,57,Muito Alta,Aprovada
1104,938,48,2016-09-25,0.0089,99604.27707713004,189103.76,89499.48292286995,1776.5451096647073,78,Média Alta,Aprovada
1435,699,48,2014-03-21,0.0209,3659.276665677489,4408.73,749.4533343225105,89.561103268853,93,Baixa,Aprovada
1479,934,48,2022-04-07,0.01,34973.73484007577,62997.85,28024.11515992423,878.7782093915431,51,Muito Alta,Aprovada
689,80,49,2011-05-13,0.0227,159783.15572904536,201322.86,41539.704270954615,14331.60556565429,13,Extrema,Aprovada
791,542,49,2016-02-29,0.0197,125304.93926776346,188872.35,63567.41073223655,64509.869519628446,2,Muito Baixa,Aprovada
861,261,49,2019-08-18,0.0186,122367.54017038026,181496.9,59129.35982961974,3234.4658797247603,66,Média Alta,Aprovada
1321,208,49,2021-04-19,0.0144,33511.773377492915,48519.58,15007.806622507083,846.8874198863452,59,Média,Aprovada
1690,96,49,2018-09-28,0.0229,120462.05084465556,240896.16,120434.10915534446,4115.700078427604,49,Alta,Aprovada
144,962,50,2010-09-19,0.0226,2424.3524566189813,4049.81,1625.4575433810187,84.26779151830753,47,Alta,Aprovada
248,650,50,2013-04-26,0.0121,79824.3987368143,125158.15,45333.75126318569,1518.9338554932308,84,Média,Aprovada
633,856,50,2022-03-09,0.0203,18163.391093798586,32862.38,14698.988906201414,439.26562300040473,91,Muito Alta,Aprovada
90,413,51,2017-07-11,0.0172,72237.78405651118,110221.47,37983.68594348881,5203.041057224866,16,Alta,Aprovada
358,813,51,2016-04-29,0.0247,48201.852526101095,68406.81,20204.957473898907,1970.06507453583,38,Média Alta,Aprovada
690,504,51,2011-09-04,0.0227,147949.07720755466,202456.02,54506.94279244533,5424.827598790489,43,Média,Aprovada
1408,660,51,2021-08-18,0.0224,16288.501514236224,20309.99,4021.488485763776,398.9851335724326,111,Muito Alta,Aprovada
280,442,52,2010-07-02,0.0156,93425.40970140144,146359.1,52933.69029859854,2861.265967811444,46,Muito Alta,Aprovada
293,583,52,2013-07-17,0.0154,109223.75944869436,157513.32,48289.56055130565,7351.671938627298,17,Muito Baixa,Aprovada
510,996,52,2021-01-16,0.0178,143086.29742818017,176897.3,33811.00257181982,5030.928724754487,40,Baixa,Aprovada
649,608,52,2022-11-22,0.0238,77533.55315050446,100233.67,22700.11684949555,2340.9753461101527,66,Muito Baixa,Aprovada
1615,52,52,2011-07-23,0.0101,114554.68417659478,147967.72,33413.03582340523,2225.7599520277968,73,Muito Alta,Aprovada
1946,246,52,2013-05-23,0.012,96571.14402431392,165860.13,69288.98597568608,1690.2905650954092,97,Muito Alta,Aprovada
203,548,53,2015-06-23,0.0239,32485.408988954136,43035.43,10550.021011045868,830.0064183337365,116,Média,Aprovada
578,274,53,2022-11-03,0.0234,98224.97402613373,129024.88,30799.90597386629,2751.368893829356,78,Média Alta,Aprovada
620,743,53,2011-05-22,0.0135,112992.92496983186,144872.96,31880.035030168136,7113.017653595757,18,Muito Baixa,Aprovada
1142,421,53,2013-11-09,0.0221,101099.94478810302,153347.25,52247.305211896964,2758.0319425037383,76,Muito Alta,Aprovada
1467,220,53,2012-03-03,0.0134,179635.07211828156,230689.86,51054.787881718425,4755.908776117788,53,Extrema,Aprovada
1640,454,53,2022-11-19,0.0196,135476.44063621148,174381.78,38905.33936378852,4225.572161184372,51,Muito Baixa,Aprovada
1802,912,53,2019-05-01,0.0087,58051.57496708387,104276.02,46224.44503291613,2504.4466772751166,26,Alta,Aprovada
321,281,54,2017-08-04,0.0189,171606.1877856839,247171.16,75564.9722143161,3807.2428429519346,102,Muito Alta,Aprovada
701,927,54,2013-11-07,0.0095,94138.11676274551,119018.45,24880.333237254483,2337.554339534771,51,Muito Baixa,Aprovada
748,65,54,2016-02-01,0.0236,50208.063990824274,82757.84,32549.776009175726,3309.664640439541,19,Muito Alta,Aprovada
810,24,54,2018-08-16,0.0225,49436.01018132685,71630.49,22194.47981867316,1806.0773891564484,43,Baixa,Aprovada
1879,514,54,2018-05-23,0.0172,45841.67129658311,74490.5,28648.82870341689,1208.1733555811386,62,Alta,Aprovada
1970,792,54,2022-06-27,0.01,9634.795292402527,18831.94,9197.144707597472,180.01804959593875,77,Baixa,Aprovada
335,977,55,2011-07-30,0.0244,53713.97707325072,69285.33,15571.352926749283,1450.5773998791883,97,Média Alta,Aprovada
565,352,55,2012-11-22,0.0236,149014.97482895016,190769.05,41754.07517104984,4216.461298872634,77,Média Alta,Aprovada
893,842,55,2022-02-28,0.0088,129334.1204674666,233774.63,104440.5095325334,4532.889650320817,33,Muito Baixa,Aprovada
913,887,55,2014-02-06,0.0212,79994.52924289947,119144.52,39149.99075710053,3720.963081262292,29,Média Alta,Aprovada
1571,319,55,2018-11-07,0.0207,129851.91057089008,221686.62,91834.70942910992,66948.78998054427,2,Muito Alta,Aprovada
153,23,56,2016-03-31,0.0174,189270.1325714264,247869.01,58598.87742857361,6191.892808546158,44,Extrema,Aprovada
324,638,56,2017-09-18,0.0082,56074.1651010787,73991.96,17917.7948989213,2685.086434156693,23,Baixa,Aprovada
642,643,56,2014-06-10,0.024,89445.6758002091,145557.8,56112.1241997909,4664.302783714896,26,Extrema,Aprovada
668,544,56,2015-04-19,0.0141,52272.92295259979,88117.9,35844.97704740021,6955.47591685346,8,Muito Alta,Aprovada
992,704,56,2016-05-11,0.0232,63615.74010614836,123319.05,59703.30989385164,2292.6991260992218,45,Média,Aprovada
1561,169,56,2012-11-21,0.0099,170965.97388248285,243971.5,73005.52611751715,3030.355369336506,83,Extrema,Aprovada
1442,335,57,2013-05-30,0.023,15166.130489509133,27079.22,11913.089510490869,440.5686289285538,69,Média Alta,Aprovada
1495,995,57,2015-02-15,0.0105,147908.10076669272,234745.56,86837.45923330727,10709.004317364148,15,Alta,Aprovada
1594,922,57,2019-12-18,0.0195,12038.866465609892,15517.87,3479.003534390109,292.5175525380703,84,Muito Baixa,Aprovada
263,29,58,2018-04-09,0.0237,78448.06185152858,133189.11,54741.04814847141,14180.384140462833,6,Muito Baixa,Aprovada
408,741,58,2018-02-03,0.0129,1491.0643045004708,2317.75,826.6856954995292,55.76791955721553,33,Muito Alta,Aprovada
1965,403,58,2019-09-30,0.0247,117752.1538698349,201644.57,83892.4161301651,6772.179169673132,23,Muito Alta,Aprovada
981,33,59,2020-08-31,0.0096,181646.18367970787,221718.33,40072.1463202921,10025.487427594837,20,Média,Aprovada
1492,833,59,2010-01-30,0.0198,192837.34171029928,248966.65,56129.308289700704,99291.66273565266,2,Muito Baixa,Aprovada
1551,338,59,2019-06-04,0.0209,5777.846045803299,9370.72,3592.8739541967007,165.80216565566084,63,Média Alta,Aprovada
1636,415,59,2011-10-03,0.0165,25824.278528768376,43099.78,17275.501471231622,523.032906748466,103,Média Alta,Aprovada
2000,629,59,2013-10-25,0.0242,55622.225111872365,110099.09,54476.86488812762,1891.5874220918304,52,Média Alta,Aprovada
545,2,60,2022-04-10,0.0111,88190.29786745194,136195.78,48005.48213254807,2045.245522426644,59,Média Alta,Aprovada
1363,470,60,2014-06-17,0.0212,163743.82652358804,225168.79,61424.96347641197,3846.101540012337,111,Muito Alta,Aprovada
348,62,61,2015-03-14,0.0093,160774.28150312422,215036.91,54262.628496875775,2447.0745009264506,102,Média,Aprovada
461,478,61,2014-10-20,0.0205,123276.62571059716,170674.99,47398.364289402816,3332.221527327983,70,Muito Alta,Aprovada
711,713,61,2015-07-03,0.0194,103711.28125423148,122856.12,19144.838745768506,35920.35001295684,3,Muito Baixa,Aprovada
930,191,61,2013-03-11,0.0181,103395.18549813124,123815.11,20419.92450186877,2193.1884806733724,107,Alta,Aprovada
1376,257,61,2022-02-26,0.0194,1247.5769790650147,2396.47,1148.893020934985,29.071784883806576,93,Muito Alta,Aprovada
236,918,62,2018-03-10,0.0237,3035.3192186352653,5696.24,2660.9207813647345,420.98463861895374,8,Muito Baixa,Aprovada
368,999,62,2017-07-21,0.0217,57840.79461850642,94803.78,36962.98538149357,1502.7245465521355,84,Muito Baixa,Aprovada
819,101,62,2011-03-02,0.0166,8295.514176157038,14647.86,6352.345823842964,221.59385526551372,59,Muito Baixa,Aprovada
1133,429,62,2021-11-25,0.0124,68285.27089653217,125287.26,57001.98910346782,1189.2840864036891,101,Muito Baixa,Aprovada
1909,247,62,2011-08-01,0.013,145665.58382650733,218884.27,73218.6861734927,2550.8445266750123,105,Muito Baixa,Aprovada
37,257,63,2020-02-23,0.0081,97400.34176100428,168604.77,71204.42823899571,2140.2868405444983,57,Muito Baixa,Aprovada
217,877,63,2018-07-19,0.0167,4764.929671210182,8370.54,3605.6103287898177,143.16370177193,49,Alta,Aprovada
286,729,63,2012-02-05,0.0159,110304.50643343476,198967.85,88663.34356656524,2349.3983464301455,87,Muito Alta,Aprovada
391,84,63,2018-05-15,0.0194,159475.69071272627,227385.11,67909.41928727373,4742.026258739931,55,Extrema,Aprovada
392,144,63,2013-09-30,0.0155,117007.19129500807,194510.23,77503.03870499192,3380.139941241981,50,Muito Alta,Aprovada
556,822,63,2022-04-02,0.0132,72655.0045586115,109363.08,36708.075441388486,1520.169170086655,76,Muito Alta,Aprovada
560,565,63,2019-12-14,0.0114,123478.65503518944,233674.68,110196.02496481055,2022.9362844989976,105,Muito Baixa,Aprovada
937,412,63,2020-03-05,0.0151,112989.17997283964,178225.37,65236.190027160366,2050.778687678737,119,Baixa,Aprovada
986,111,63,2020-04-30,0.0105,59451.94746369212,70673.34,11221.39253630788,4304.505018752541,15,Média Alta,Aprovada
1458,667,63,2012-04-04,0.0105,154225.1903591014,195648.44,41423.2496408986,3250.9762050600293,66,Média Alta,Aprovada
1753,714,63,2014-08-20,0.021,63938.03321595902,79170.55,15232.51678404098,2341.338136646317,41,Baixa,Aprovada
67,572,64,2013-03-17,0.0081,59681.51990679058,112216.04,52534.520093209416,3992.090187089212,16,Muito Alta,Aprovada
852,820,64,2016-10-26,0.0093,129417.95954756158,205114.45,75696.49045243843,4246.790715450688,36,Média,Aprovada
1125,245,64,2014-07-22,0.0218,32834.25566111144,58728.52,25894.264338888555,875.055106251711,79,Extrema,Aprovada
1274,604,64,2018-07-14,0.0156,49500.9955818595,62283.27,12782.274418140498,4932.160565309136,11,Média,Aprovada
249,718,65,2018-05-05,0.0166,122100.06609370936,178789.66,56689.59390629065,3613.1398249621006,50,Extrema,Aprovada
310,207,65,2020-11-01,0.011,131315.05779723192,234992.19,103677.13220276809,3194.8811106115763,55,Média,Aprovada
369,592,65,2022-09-05,0.0116,147404.48246027026,246291.64,98887.15753972976,4720.304498213225,39,Baixa,Aprovada
436,5,65,2012-08-13,0.0196,156438.83652235483,211631.9,55193.06347764517,6781.639781671055,31,Muito Baixa,Aprovada
840,714,65,2022-07-28,0.0152,145376.82119913906,198747.21,53370.388800860936,3919.1780385064217,55,Baixa,Aprovada
1122,304,65,2013-09-07,0.0118,117501.07191291224,146408.91,28907.838087087763,1948.387832223042,106,Extrema,Aprovada
1215,682,65,2011-02-28,0.0103,35544.448998443695,46434.71,10890.261001556306,2569.554280238892,15,Muito Alta,Aprovada
1580,684,65,2010-07-20,0.0132,50119.07628128924,95137.69,45018.61371871077,1652.427165684944,39,Média Alta,Aprovada
1621,276,65,2021-08-05,0.0099,43763.27773439258,63723.7,19960.42226560742,1561.058649040829,33,Muito Alta,Aprovada
1703,754,65,2019-11-02,0.0154,41556.91084765356,66409.58,24852.669152346447,852.0480835756294,91,Média Alta,Aprovada
1769,160,65,2012-07-28,0.0087,8331.171440545957,11999.1,3667.9285594540415,1082.579099364198,8,Muito Baixa,Aprovada
228,656,66,2018-08-16,0.0204,151818.28543740383,225788.14,73969.8545625962,8063.216762037712,24,Média,Aprovada
386,582,66,2017-08-11,0.0175,101845.68954664876,140307.85,38462.16045335126,2867.765643691604,56,Baixa,Aprovada
838,639,66,2011-07-24,0.0148,178597.23418484716,210754.41,32157.17581515285,3200.3208434325406,119,Média,Aprovada
902,766,66,2017-12-29,0.0121,139842.77197417078,205172.17,65329.398025829214,3088.4469481172428,66,Média Alta,Aprovada
1304,651,66,2011-05-03,0.0082,164457.4744828752,217589.45,53131.97551712481,5424.37710816446,35,Baixa,Aprovada
1513,788,66,2020-01-09,0.0242,137192.36516001483,227660.97,90468.60483998519,3621.246108779951,104,Muito Baixa,Aprovada
1613,84,66,2019-04-20,0.0113,19932.134767789412,27473.95,7541.815232210587,353.9992763569346,90,Alta,Aprovada
